Planet Name,Global ESI,Long-term Stability,Atmospheric Retention,Habitability Index,Rank,Habitability_Category
Teegarden's Star b,0.9797287130949528,0.9999998910345408,0.0193148886329474,0.7937273015844281,1.0,Potentially Habitable
TOI-700 d,0.9597545177526966,0.9999990381589464,0.0198750227495693,0.7838519748739461,2.0,Potentially Habitable
Kepler-1649 c,0.9550873297497096,1.0,0.0195281380409582,0.7814492924830465,3.0,Potentially Habitable
TOI-700 e,0.9416371176055864,0.9999988912729464,0.0169976540361447,0.7742177569919062,4.0,Potentially Habitable
Proxima Cen b,0.9261248523037005,0.999999863800188,0.0188062577082227,0.766823636833551,5.0,Potentially Habitable
GJ 1002 b,0.9256446146164364,0.9999999999989728,0.0188950989054085,0.7666013270889919,6.0,Potentially Habitable
Ross 128 b,0.9149159599320568,0.9999991931226948,0.0205756020452307,0.7615728583118829,7.0,Potentially Habitable
Wolf 1069 b,0.9140657965642726,0.9999999999981684,0.0199362745385692,0.7610201531893007,8.0,Potentially Habitable
GJ 1061 c,0.9127260254815978,0.9999985765773346,0.0222651335737462,0.7608156124287485,9.0,Potentially Habitable
K2-72 e,0.9113036186258492,0.9999983648169184,0.0240106923824133,0.7604534572344829,10.0,Potentially Habitable
GJ 273 b,0.9081360515196284,0.9999987224115444,0.0254271141353958,0.7591530653103566,11.0,Potentially Habitable
Kepler-296 e,0.8984145761458053,0.999992178888468,0.0255972171135372,0.7543243851621505,12.0,Potentially Habitable
TRAPPIST-1 d,0.9021289001382112,0.9999999738595228,0.0128904276377321,0.7536425277545089,13.0,Potentially Habitable
Kepler-438 b,0.8972343800076291,0.9999993016113424,0.0209000497727629,0.75279699044177,14.0,Potentially Habitable
Kepler-442 b,0.8903436557163853,0.999997705695093,0.0244807426681469,0.75006728810035,15.0,Potentially Habitable
TRAPPIST-1 e,0.8921986664957939,0.999999979079894,0.0160087940302978,0.7493010857779248,16.0,Potentially Habitable
Kepler-1649 b,0.8820246493435298,1.0,0.0183822110180757,0.74468876687538,17.0,Potentially Habitable
Kepler-452 b,0.8788765944144905,1.0,0.0261001737277636,0.7446583319527981,18.0,Potentially Habitable
Kepler-1512 b,0.8760875892487693,1.0,0.0223443056694539,0.7425126557582754,19.0,Potentially Habitable
Kepler-1652 b,0.8720394833799319,1.0,0.0260055598295425,0.7412208536558744,20.0,Potentially Habitable
GJ 1061 d,0.8641731165340824,0.9999959863687996,0.0219797288995423,0.7364812999575895,21.0,Potentially Habitable
Kepler-1410 b,0.858536428433707,1.0,0.0269208561509386,0.7346523854470413,22.0,Potentially Habitable
TOI-715 b,0.8548513803007385,0.9999999999974856,0.0257446879266889,0.7325746277349527,23.0,Potentially Habitable
Wolf 1061 c,0.8515028141039089,0.9999986270632616,0.026293462004658,0.7310096875718645,24.0,Potentially Habitable
GJ 667 C c,0.850365471252168,0.9999996494032845,0.026975866849692,0.7305778038170077,25.0,Potentially Habitable
TRAPPIST-1 c,0.8515322836092136,0.999999985508856,0.0199174511592148,0.7297496276891066,26.0,Potentially Habitable
K2-3 d,0.8496044951904451,0.9999974297895016,0.0225086418060655,0.7293032048932861,27.0,Marginally Habitable
Kepler-22 b,0.8420050680591655,0.9999180108544744,0.0383396121311479,0.7286458597121547,28.0,Marginally Habitable
Kepler-283 c,0.8449911786046742,1.0,0.0271866374047411,0.7279329167832853,29.0,Marginally Habitable
Kepler-1544 b,0.8423872602160855,1.0,0.0269801608013085,0.7265896622683045,30.0,Marginally Habitable
Kepler-138 e,0.8474947503604482,0.9999971680760654,0.0134354048133396,0.7264336065657117,31.0,Marginally Habitable
Kepler-395 c,0.8383266795305115,1.0,0.0240995003996685,0.7239832398451894,32.0,Marginally Habitable
GJ 667 C f,0.8357147848893645,0.9999993436829484,0.0252162978777291,0.7229004551251126,33.0,Marginally Habitable
Ross 508 b,0.8325398156519311,0.9999975166813916,0.0271378739297595,0.7216967376163349,34.0,Marginally Habitable
GJ 1132 c,0.8304446184134783,0.9999981976524044,0.0248266937487049,0.7201871072522015,35.0,Marginally Habitable
YZ Cet d,0.8289220246906274,0.999999720125654,0.0187217252978212,0.7182052734425741,36.0,Marginally Habitable
K2-72 c,0.8240334748319158,0.999998796752072,0.0217362001365119,0.7163636164688818,37.0,Marginally Habitable
Kepler-440 b,0.8166122073844422,0.9999884611608958,0.0272981513300663,0.7137622723065031,38.0,Marginally Habitable
TRAPPIST-1 f,0.8192407834438528,0.9999999456442846,0.0184829765770772,0.7133169707306272,39.0,Marginally Habitable
Teegarden's Star c,0.8182585743143339,0.9999997447655912,0.0188158955559466,0.7128923896980336,40.0,Marginally Habitable
Kepler-1126 c,0.8127715840021946,1.0,0.0249086312849606,0.7113675182580894,41.0,Marginally Habitable
TOI-1452 b,0.8093806744489509,1.0,0.031026075299641,0.7108955522844037,42.0,Marginally Habitable
GJ 433 d,0.807668954368739,0.9999982526259694,0.0287138845709679,0.7095767298863538,43.0,Marginally Habitable
Kepler-1638 b,0.8069709781426841,1.0,0.0273417458427058,0.7089538382398832,44.0,Marginally Habitable
Kepler-1653 b,0.8052425686657209,1.0,0.028862350204849,0.7083937543738302,45.0,Marginally Habitable
GJ 625 b,0.8062563218453298,0.99999857139832,0.0251129163022529,0.7081503156026114,46.0,Marginally Habitable
GJ 3323 b,0.806075774589312,0.999998941394253,0.0233461731534064,0.7077068043436131,47.0,Marginally Habitable
Kepler-155 c,0.7948337714925711,1.0,0.0291911194668808,0.7032551096396616,48.0,Marginally Habitable
K2-18 b,0.7898713510459814,0.9999959919783472,0.0356066431407119,0.7020558017446372,49.0,Marginally Habitable
K2-332 b,0.7857533994734267,0.9999999999973522,0.0289807609903963,0.6986728519339983,50.0,Marginally Habitable
K2-133 e,0.7867069878518924,0.9999999999948076,0.0265138192796428,0.698656257780317,51.0,Marginally Habitable
L 98-59 e,0.7870092887131303,0.9999987129454332,0.0255508230462531,0.6986144228494456,52.0,Marginally Habitable
tau Cet e,0.7859736063420069,0.9999864192856242,0.0269558360609739,0.6983738961688855,53.0,Marginally Habitable
K2-155 d,0.7841100320083277,0.9999999999910362,0.0274459674137667,0.697544209484228,54.0,Marginally Habitable
Kepler-705 b,0.7804772935003956,1.0,0.0286569070125204,0.6959700281527018,55.0,Marginally Habitable
Kepler-69 c,0.7810546173040841,0.9999874346137124,0.0263939094121352,0.6958023209185829,56.0,Marginally Habitable
EPIC 201238110 b,0.7760133975420288,0.99999999999481,0.027282022383243,0.6934631032461059,57.0,Marginally Habitable
K2-239 d,0.7787793843945197,0.9999999999981148,0.0202517948327177,0.6934400511632377,58.0,Marginally Habitable
GJ 367 d,0.7736439495973986,0.9999968652518266,0.0295494223593279,0.6927309188461128,59.0,Marginally Habitable
Kepler-443 b,0.7719740167822106,0.999992364003534,0.0296408053018376,0.6919128786525329,60.0,Marginally Habitable
Kepler-1389 b,0.7712813976261799,1.0,0.0266932724775911,0.690979353308608,61.0,Marginally Habitable
LHS 1140 b,0.7618327229247379,0.999999429537072,0.033318855165042,0.687579961356499,62.0,Marginally Habitable
Kepler-186 f,0.7646951935299454,0.9999975766755016,0.022446127860744,0.686836095339772,63.0,Marginally Habitable
GJ 1061 b,0.7636434342552612,0.9999990870461526,0.020226607887867,0.6858667648190498,64.0,Marginally Habitable
Kepler-1229 b,0.7592194758587955,1.0,0.0249921346947448,0.6846081648683466,65.0,Marginally Habitable
Kepler-1701 b,0.7559371299081735,1.0,0.0290174221062985,0.6837720493753464,66.0,Marginally Habitable
GJ 1002 c,0.7585993180937817,0.999999999997892,0.0206625765365049,0.6834321743535593,67.0,Marginally Habitable
Kepler-1606 b,0.7554165618479771,1.0,0.0282711034947804,0.6833625016229445,68.0,Marginally Habitable
Kepler-186 e,0.75708955164134,1.0,0.0236114190792911,0.6832670596365282,69.0,Marginally Habitable
Kepler-560 b,0.7514662770554091,0.999997856732158,0.0264070242990154,0.6810139004071551,70.0,Marginally Habitable
Kepler-1455 b,0.750047306826298,1.0,0.0287067883747397,0.6807650110880971,71.0,Marginally Habitable
K2-9 b,0.7494685016650372,0.9999999999971136,0.029138830279397,0.6805620168875322,72.0,Marginally Habitable
Kepler-446 d,0.7504849523001985,1.0,0.0241390713622853,0.6800702904225563,73.0,Marginally Habitable
GJ 411 b,0.7497264745363962,0.9999993038874164,0.0247423863365139,0.6798115057017258,74.0,Marginally Habitable
K2-125 b,0.7480437163271854,0.9999986424895172,0.028790475488492,0.6797795460081463,75.0,Marginally Habitable
GJ 180 c,0.7457160439500036,0.9999983718288528,0.0300330183409978,0.6788641371918572,76.0,Marginally Habitable
TRAPPIST-1 b,0.749463322476712,0.9999999899338354,0.0200838020412126,0.6787484186267491,77.0,Marginally Habitable
K2-384 e,0.7476936613417993,0.999999999998394,0.0240754408802576,0.6786619188464693,78.0,Marginally Habitable
TOI-1266 c,0.7485065906675454,0.9999994065098798,0.0216469106438761,0.6785824994155119,79.0,Marginally Habitable
TRAPPIST-1 g,0.7488804158783253,0.9999999863398544,0.020103881194021,0.6784609800799233,80.0,Marginally Habitable
HD 85512 b,0.744115888498505,0.9999959891735736,0.0263554162197261,0.6773278242452697,81.0,Marginally Habitable
Kepler-367 c,0.7447757177778064,1.0,0.0226237470106852,0.6769126082910403,82.0,Marginally Habitable
GJ 3988 b,0.7428777567272984,1.0,0.0265316167188436,0.6767452017074178,83.0,Marginally Habitable
GJ 163 c,0.7405642227559824,0.9999982589928058,0.0302657273638715,0.6763347345486073,84.0,Marginally Habitable
K2-129 b,0.7444992151317791,0.9999989608313348,0.0187603295687516,0.6760013617290402,85.0,Marginally Habitable
TOI-1468 c,0.7381670036474758,0.9999999999973936,0.0327175885783097,0.6756270195386179,86.0,Marginally Habitable
Kepler-61 b,0.7397398981157117,0.9999912838150532,0.0286397712223968,0.6755952884468511,87.0,Marginally Habitable
GJ 667 C e,0.7407573113021663,0.9999994025831966,0.0253313336135599,0.675444743148754,88.0,Marginally Habitable
Kepler-1549 b,0.7368279107206651,1.0,0.0305755167802168,0.6745290587163759,89.0,Marginally Habitable
TOI-2257 b,0.7370403533703702,0.9999899140336852,0.0291082722525315,0.674338805345797,90.0,Marginally Habitable
Kepler-1362 b,0.7358209233120206,1.0,0.0307008267804514,0.6740506270121006,91.0,Marginally Habitable
Kepler-1540 b,0.7358576363219569,1.0,0.0303674322197368,0.6740023046049257,92.0,Marginally Habitable
Kepler-1459 b,0.7376717762976683,1.0,0.0241775225658383,0.6736713926620018,93.0,Marginally Habitable
Kepler-54 d,0.7371638026158807,1.0,0.0252655885088514,0.6736350190097107,94.0,Marginally Habitable
Kepler-174 d,0.7334647448688265,1.0,0.02908819594322,0.6725500116230572,95.0,Marginally Habitable
YZ Cet c,0.7372089948244682,1.0,0.0188276605789381,0.6723700295280217,96.0,Marginally Habitable
TOI-237 b,0.7341729252008627,1.0,0.0246993328187959,0.6720263291641906,97.0,Marginally Habitable
K2-239 c,0.7369259765180778,0.9999999999985464,0.0178090709250788,0.6720248024436186,98.0,Marginally Habitable
Kepler-296 f,0.731543986301594,0.9999881989145526,0.0272345658413031,0.6712153659934235,99.0,Marginally Habitable
GJ 3929 c,0.7293869465191363,1.0,0.0290846035580766,0.6705103939711835,100.0,Marginally Habitable
K2-288 B b,0.729440167775114,0.9999999999930166,0.0277565499012931,0.6702713938657205,101.0,Marginally Habitable
Kepler-235 e,0.7278970158536586,1.0,0.0289425484401888,0.669737017614867,102.0,Marginally Habitable
Kepler-220 e,0.727993408956943,1.0,0.0239592949550164,0.6687885634694748,103.0,Marginally Habitable
Kepler-1816 b,0.7264670700637557,1.0,0.0276744300754384,0.6687684210469655,104.0,Marginally Habitable
TOI-198 b,0.7275407396565367,0.9999999999966748,0.0246851074852873,0.6687073913243282,105.0,Marginally Habitable
GJ 251 b,0.7263455202172123,0.9999988528475464,0.026927619431821,0.6685579398492344,106.0,Marginally Habitable
Kepler-445 d,0.7271320719497654,1.0,0.0234631323594673,0.6682586624467762,107.0,Marginally Habitable
Kepler-1554 b,0.7222355518697506,1.0,0.0319331013776901,0.6675043962104134,108.0,Marginally Habitable
Kepler-1090 b,0.7226974616733681,1.0,0.0290793363685791,0.6671645981104,109.0,Marginally Habitable
GJ 180 b,0.7206857329126062,0.9999990968628606,0.029927623137002,0.6663281201425617,110.0,Marginally Habitable
TOI-904 c,0.7209603084563969,0.9999999999816755,0.0290246706609427,0.6662850883548896,111.0,Marginally Habitable
Kepler-1040 b,0.7195497516025238,1.0,0.0282408654058649,0.6654230488824349,112.0,Marginally Habitable
Kepler-1450 b,0.7200598892141059,1.0,0.026266201311853,0.6652831848694236,113.0,Marginally Habitable
Kepler-439 b,0.718850783276059,0.9999976313685892,0.0290298722804851,0.6652306555047033,114.0,Marginally Habitable
Kepler-249 d,0.7200583612001451,1.0,0.0254591374907954,0.6651210080982316,115.0,Marginally Habitable
Kepler-1690 b,0.7175232203848053,1.0,0.0315576832644657,0.6650731468452958,116.0,Marginally Habitable
GJ 3293 e,0.7187087565349365,0.9999975827338128,0.0257598309652738,0.6645056192806669,117.0,Marginally Habitable
Kepler-1840 b,0.713898068193703,1.0,0.0314014558357089,0.6632293252639934,118.0,Marginally Habitable
Kepler-296 d,0.7142994984941156,0.9999945391055576,0.028276880664795,0.662803487111684,119.0,Marginally Habitable
K2-3 c,0.7159293469514195,0.9999990865412932,0.0236389043442844,0.6626921803069546,120.0,Marginally Habitable
Kepler-437 b,0.7131098498939823,0.9999991922251672,0.0285074536948101,0.6622561733535033,121.0,Marginally Habitable
Kepler-737 b,0.7120927873805859,1.0,0.0276036980559783,0.6615671333014886,122.0,Marginally Habitable
HN Lib b,0.7110734241992351,0.9999984301260746,0.0291374130834812,0.6613637237541361,123.0,Marginally Habitable
TOI-712 d,0.7092062598573791,0.9999965141570952,0.0300761071427871,0.6606173056043756,124.0,Marginally Habitable
Kepler-991 b,0.7084172984117441,1.0,0.0303788339928989,0.6602844160044519,125.0,Marginally Habitable
TOI-700 b,0.7140162006005372,0.9999992879380706,0.0158457207799105,0.6601770308376719,126.0,Marginally Habitable
Kepler-369 c,0.7094096193040614,1.0,0.0244252449614514,0.659589858644321,127.0,Marginally Habitable
HIP 38594 b,0.7046430063600083,0.9999938968123748,0.0313642141781715,0.6585925150593509,128.0,Marginally Habitable
K2-72 d,0.7099485488709744,0.9999992286872256,0.0180162682702743,0.6585772966957097,129.0,Marginally Habitable
Kepler-1582 b,0.7050975837766015,1.0,0.0249503794618196,0.6575388677806646,130.0,Marginally Habitable
Kepler-138 d,0.7054898335323094,0.999999819372572,0.0214031187202385,0.6570254863219741,131.0,Marginally Habitable
Kepler-309 c,0.7015880900219652,1.0,0.0302280717427071,0.656839659359524,132.0,Marginally Habitable
Kepler-26 e,0.7017497067979307,1.0,0.0297693714193449,0.6568287276828343,133.0,Marginally Habitable
Kepler-1552 b,0.7008833159560809,1.0,0.0300343181061053,0.6564485215992615,134.0,Marginally Habitable
Kepler-1341 b,0.6997020290280076,1.0,0.0322489921630133,0.6563008129466064,135.0,Non-Habitable
HD 40307 g,0.6998969889311437,0.9999755984685936,0.0307492329136755,0.656091020588885,136.0,Non-Habitable
TOI-1680 b,0.698433078959869,0.9999999999994138,0.0247724889000083,0.6541710372597603,137.0,Non-Habitable
HD 20794 e,0.696663102520538,0.9999792993675236,0.0279096567142796,0.653907272413382,138.0,Non-Habitable
LHS 1140 c,0.6952311817329185,0.9999998106777735,0.0221109755065353,0.6520377291710984,139.0,Non-Habitable
K2-384 f,0.6923678405027561,0.9999999999977472,0.0288721107163538,0.651958342393973,140.0,Non-Habitable
Kepler-351 d,0.6895893523724695,1.0,0.0311094920501536,0.6510165745962655,141.0,Non-Habitable
GJ 15 A b,0.6907536149793799,0.9999990508645716,0.0252985742695286,0.6504362376029672,142.0,Non-Habitable
HD 216520 c,0.6846824006877119,0.9999911144768396,0.0323865694687987,0.6488158485806675,143.0,Non-Habitable
Kepler-52 d,0.6847228410844406,1.0,0.0274825387211333,0.6478579282864471,144.0,Non-Habitable
Kepler-1539 b,0.6824974637467359,1.0,0.0310019946770436,0.6474491308087766,145.0,Non-Habitable
GJ 273 c,0.6869020328791008,0.9999991306056908,0.0189742833414168,0.647245612289541,146.0,Non-Habitable
LP 791-18 d,0.6869892917425379,0.999999995809668,0.0168248387684182,0.646859612367853,147.0,Non-Habitable
GJ 3293 d,0.6794095278974708,0.9999967362531028,0.0311687848075644,0.6459375417861791,148.0,Non-Habitable
GJ 581 c,0.6800964025674362,1.0,0.0287346070066668,0.6457951226850515,149.0,Non-Habitable
Kepler-298 d,0.6791879639305513,1.0,0.0301192288739851,0.6456178277400727,150.0,Non-Habitable
GJ 682 b,0.679423234067926,0.999999102472408,0.0280229349675115,0.6453159347691878,151.0,Non-Habitable
Kepler-311 d,0.6791950168136442,1.0,0.0279961937068847,0.6451967471481991,152.0,Non-Habitable
Kepler-230 c,0.6775465221045629,1.0,0.027941828310849,0.6443616267144512,153.0,Non-Habitable
K2-323 b,0.6773985222894724,0.9999999999952128,0.0282347361976842,0.6443462083828368,154.0,Non-Habitable
Kepler-1853 b,0.6786037792204481,1.0,0.0250479823622734,0.6443114860826787,155.0,Non-Habitable
Kepler-1052 c,0.6768966830197445,1.0,0.0291900028830982,0.6442863420864919,156.0,Non-Habitable
tau Cet f,0.6776277475727492,0.999970067454808,0.0273698496733339,0.6442788639574838,157.0,Non-Habitable
Kepler-333 c,0.6804135444721074,1.0,0.0202726687941516,0.6442613059948841,158.0,Non-Habitable
Kepler-1020 b,0.6763522902734405,1.0,0.0291110254743985,0.6439983502316,159.0,Non-Habitable
Kepler-436 b,0.6748677721905609,0.999990967226219,0.0311158678797339,0.643654349839093,160.0,Non-Habitable
GJ 422 b,0.6735393729143968,0.9999982876856408,0.0335576787044382,0.6434807085037784,161.0,Non-Habitable
G 264-012 c,0.6758715068013837,0.9999999999987352,0.0264454793198077,0.6432248492642739,162.0,Non-Habitable
Kepler-267 d,0.6745861072694586,1.0,0.0290423643046496,0.6431015264956591,163.0,Non-Habitable
K2-286 b,0.6746220924355903,0.9999999999921833,0.0282276409707139,0.6429565744095929,164.0,Non-Habitable
GJ 357 c,0.6750781240814689,0.9999999999984158,0.0258940290666763,0.6427178678535945,165.0,Non-Habitable
Kepler-1545 b,0.6730267064914045,1.0,0.0309774178389101,0.6427088368134842,166.0,Non-Habitable
Kepler-1097 b,0.671684038101044,1.0,0.0332609736140197,0.642494213773326,167.0,Non-Habitable
Kepler-367 b,0.674753992477309,1.0,0.023639015245707,0.642104799287796,168.0,Non-Habitable
GJ 3323 c,0.6738461695705363,0.99999698655111,0.0246478800407705,0.6418517567587553,169.0,Non-Habitable
Kepler-1996 c,0.668950584539202,1.0,0.0314411735285259,0.6407635269753061,170.0,Non-Habitable
Kepler-1593 b,0.6673433049872801,1.0,0.0330634316766394,0.640284338828968,171.0,Non-Habitable
GJ 3473 c,0.6681716706647426,1.0,0.0306599693136894,0.6402178291951092,172.0,Non-Habitable
Kepler-1388 e,0.6670996262142754,1.0,0.0299161762365991,0.6395330483544576,173.0,Non-Habitable
K2-240 c,0.6681317500677861,0.9999999999958512,0.0266271045487316,0.6393912959423947,174.0,Non-Habitable
K2-384 d,0.6676161713987756,0.9999999999988958,0.0242370114382225,0.6386554879867009,175.0,Non-Habitable
Kepler-441 b,0.6659470147952048,0.9999910247240804,0.0265090828722599,0.6382726313892785,176.0,Non-Habitable
Kepler-446 c,0.6680232382461557,1.0,0.0202464760222119,0.6380609143275202,177.0,Non-Habitable
Kepler-1636 b,0.6628326076666017,1.0,0.0330714743398838,0.6380305987012775,178.0,Non-Habitable
LTT 3780 c,0.6633127224419261,0.9999996771845682,0.0315698648983434,0.6379702373560022,179.0,Non-Habitable
Kepler-236 c,0.6645536519367982,1.0,0.027702087687476,0.6378172435058943,180.0,Non-Habitable
TOI-2095 c,0.6582235499587212,1.0,0.0431106608594689,0.6377339071512544,181.0,Non-Habitable
Kepler-296 b,0.6648519670641977,0.9999963439774496,0.0255456820375504,0.6375340231328438,182.0,Non-Habitable
Kepler-196 d,0.6621602361667538,1.0,0.030779812954763,0.6372360806743296,183.0,Non-Habitable
GJ 414 A b,0.6619442676741479,0.9999853338381928,0.0310275244251793,0.6371732388735677,184.0,Non-Habitable
TOI-2096 c,0.6632653550066208,0.999999439045255,0.0272354304621911,0.6370795953093251,185.0,Non-Habitable
EPIC 212737443 c,0.6611356941790002,0.9999921466335704,0.0309004416198245,0.6367455794035362,186.0,Non-Habitable
Kepler-1697 b,0.663866462464053,1.0,0.0233355552358847,0.6366003422792035,187.0,Non-Habitable
GJ 357 d,0.6599079560945267,0.9999999999903116,0.0299229700509682,0.6359385720545505,188.0,Non-Habitable
LP 791-18 c,0.6571773618606169,0.9999999996678026,0.031066899310604,0.63480206069277,189.0,Non-Habitable
TOI-2095 b,0.655262974938959,1.0,0.0328654676984472,0.634204581009169,190.0,Non-Habitable
L 98-59 d,0.6596249827022308,1.0,0.0218688152419282,0.634186254399501,191.0,Non-Habitable
K2-315 b,0.660177155297222,0.9999999999996269,0.0165588936996821,0.6334003563884354,192.0,Non-Habitable
HD 191939 g,0.6526712801830538,0.9999965837856032,0.0349365007372946,0.6333219153746668,193.0,Non-Habitable
Kepler-220 d,0.6590316579702781,1.0,0.0172217147532795,0.6329601719357949,194.0,Non-Habitable
Kepler-1881 b,0.6519108922763435,1.0,0.0320823650825371,0.6323719191546792,195.0,Non-Habitable
Kepler-1126 b,0.653752472736369,1.0,0.0262130737635047,0.6321188511208855,196.0,Non-Habitable
Kepler-383 c,0.6547814290690344,1.0,0.0232242630704671,0.6320355671486106,197.0,Non-Habitable
Kepler-174 c,0.6537380859343516,1.0,0.0248248049156052,0.6318340039502968,198.0,Non-Habitable
Kepler-1086 c,0.6507170165840177,1.0,0.0322584010840961,0.631810188508828,199.0,Non-Habitable
Kepler-49 e,0.6534463467414374,1.0,0.0252112241076054,0.6317654181922397,200.0,Non-Habitable
Kepler-152 c,0.6511269016848406,1.0,0.0295463060271151,0.6314727120478433,201.0,Non-Habitable
Kepler-1548 b,0.6504756797558765,1.0,0.0306593928992018,0.6313697184577786,202.0,Non-Habitable
Kepler-1499 b,0.6537530363092366,1.0,0.0221513977736866,0.6313067977093556,203.0,Non-Habitable
K2-152 b,0.6500741829373352,0.9999999999925256,0.0290800631987015,0.6308531041061656,204.0,Non-Habitable
K2-316 c,0.650819351250555,0.9999999999985236,0.0267757899015957,0.6307648336051538,205.0,Non-Habitable
Kepler-332 d,0.6516737161324764,1.0,0.0219276159936299,0.6302223812649641,206.0,Non-Habitable
HD 103949 b,0.6452622000940089,0.9999883026911804,0.0335165048944578,0.6293308918332502,207.0,Non-Habitable
Wolf 1061 b,0.6495293693448646,0.99999921115739,0.0225616567485775,0.6292767793693648,208.0,Non-Habitable
Kepler-176 e,0.6485640280514874,1.0,0.0245525681101576,0.6291925276477752,209.0,Non-Habitable
Kepler-1858 b,0.6453785876246002,1.0,0.0296679963990711,0.6286228930921143,210.0,Non-Habitable
HIP 107772 b,0.6433284387974587,0.9999938659598636,0.0345678614923505,0.6285759514851585,211.0,Non-Habitable
Kepler-169 f,0.6448233010910105,1.0,0.0303941871557664,0.6284904879766586,212.0,Non-Habitable
Kepler-186 d,0.6465388938456919,1.0,0.024212480156553,0.6281119429541565,213.0,Non-Habitable
K2-239 b,0.6472379445616077,0.9999999999990262,0.0199996857796062,0.627618909436433,214.0,Non-Habitable
Kepler-2000 c,0.6432677935294971,1.0,0.0252710607290696,0.6266881089105625,215.0,Non-Habitable
GJ 676 A e,0.6411768301237625,0.999996141753264,0.0299092748025463,0.6265691125483697,216.0,Non-Habitable
K2-264 c,0.637279558964998,0.999992879591064,0.0307528439333491,0.624788212146488,217.0,Non-Habitable
Kepler-1538 b,0.6359505609691188,1.0,0.0313905297118901,0.6242533864269374,218.0,Non-Habitable
Kepler-1868 b,0.6348271371653895,1.0,0.0330836416345449,0.6240302969096037,219.0,Non-Habitable
YZ Cet b,0.6415449924240954,0.999999862509992,0.0156923906226077,0.6239109330895668,220.0,Non-Habitable
Kepler-1661 b,0.6322875811570009,0.9999949400479616,0.0386243979944614,0.6238671521917811,221.0,Non-Habitable
HD 40307 f,0.6363556059213815,0.99999930722089,0.0283179469344286,0.6238411845138434,222.0,Non-Habitable
Teegarden's Star d,0.6404132875274898,0.9999992234983944,0.0173097145065239,0.623668353714568,223.0,Non-Habitable
LHS 1678 d,0.640389482778598,0.9999997980562918,0.0172050621109465,0.6236356932283758,224.0,Non-Habitable
TOI-700 c,0.6345881948003995,0.9999991140841712,0.0304425716239305,0.6233823459502372,225.0,Non-Habitable
Kepler-297 d,0.264582110143663,1.0,0.9538541173909586,0.6230618785500233,226.0,Non-Habitable
TOI-2136 b,0.6335882428338789,1.0,0.0308850733333706,0.6229711360836135,227.0,Non-Habitable
Kepler-81 d,0.6366335418893416,1.0,0.0225897374776709,0.622834718440205,228.0,Non-Habitable
K2-72 b,0.6368810175366403,0.9999993829497804,0.0194790040065546,0.6223361244545652,229.0,Non-Habitable
GJ 367 c,0.6333129637082681,0.999999027040881,0.0269144307229229,0.6220390761109829,230.0,Non-Habitable
TOI-1470 c,0.631575306836769,0.999992567349629,0.0311019627348258,0.6220058161702383,231.0,Non-Habitable
Kepler-1456 b,0.6349250941333489,1.0,0.0208808804242152,0.6216387231515174,232.0,Non-Habitable
GJ 887 c,0.6308788846417426,0.999999999995629,0.0307235788802601,0.621584158095612,233.0,Non-Habitable
Kepler-1567 b,0.6306454184647062,1.0,0.030993233463902,0.6215213559251335,234.0,Non-Habitable
TOI-1266 b,0.6252148589211909,0.9999990710589424,0.0431092302485329,0.6212289968279848,235.0,Non-Habitable
TOI-2285 b,0.6173476958220735,0.9999942656401196,0.0613149381212017,0.620935115227313,236.0,Non-Habitable
TOI-270 d,0.6302959518865997,0.999999676441303,0.0271340310640709,0.620574685088505,237.0,Non-Habitable
Kepler-1849 b,0.6290466709680979,1.0,0.0294777490361623,0.6204188852912814,238.0,Non-Habitable
Kepler-132 e,0.6315591671889205,1.0,0.0218780658607424,0.6201551967666087,239.0,Non-Habitable
tau Cet h,0.6314149134487199,0.9999921620598258,0.0222211227876397,0.6201493298998356,240.0,Non-Habitable
Kepler-504 b,0.6299716881498986,1.0,0.0253250819787116,0.6200508604706916,241.0,Non-Habitable
Kepler-1318 b,0.6266888968542277,1.0,0.0329053966582121,0.6199255277587562,242.0,Non-Habitable
Kepler-1874 b,0.6255890318585292,1.0,0.0286312384362253,0.6185207636165097,243.0,Non-Habitable
EPIC 211822797 b,0.6245805411490782,0.9999989944886196,0.0271819834675969,0.6177263656146443,244.0,Non-Habitable
Kepler-1600 b,0.6211362815909058,1.0,0.0329912530647197,0.6171663914083968,245.0,Non-Habitable
TOI-776 c,0.6219519452101271,0.999999439045255,0.0292535013107009,0.6168265045807801,246.0,Non-Habitable
Kepler-1359 b,0.6206106568247483,1.0,0.0313858079316529,0.6165824899987047,247.0,Non-Habitable
K2-123 b,0.6203279384766767,0.9999986124784384,0.031092747182215,0.6163821024183129,248.0,Non-Habitable
K2-318 b,0.6208811039863871,0.9999999999971088,0.0257109841059536,0.6155827488135169,249.0,Non-Habitable
Kepler-331 d,0.6206608534554128,1.0,0.0256291971293505,0.6154562661535764,250.0,Non-Habitable
EPIC 201170410.02,0.6233380680248141,1.0,0.0187112780506405,0.6154112896225351,251.0,Non-Habitable
Kepler-1634 b,0.6175032604459594,1.0,0.0332302569886414,0.615397681620708,252.0,Non-Habitable
Kepler-1550 b,0.6178558535483311,1.0,0.032147248381708,0.6153573764505071,253.0,Non-Habitable
Kepler-1038 b,0.6162398690156947,1.0,0.0340327416022258,0.6149264828282925,254.0,Non-Habitable
