P_NAME,P_MASS,P_RADIUS,P_DISTANCE,P_PERIOD,P_SEMI_MAJOR_AXIS,P_ECCENTRICITY,P_ESCAPE,P_POTENTIAL,P_GRAVITY,P_FLUX,P_TEMP_EQUIL,P_TEMP_SURF,P_HABITABLE,P_DENSITY,S_TEMPERATURE,S_MASS,S_RADIUS,S_LUMINOSITY
Kepler-391 c,12.3,3.54,0.161,20.485435,0.161,0.0,1.8640215,3.4745763,0.98151872,161.9378,908.73399,1005.62245304,0,0.27726518,4940.0,1.03,3.57,4.1975898
Kepler-749 b,9.8,3.1,0.1054,17.317166,0.1054,0.0,1.7780018,3.1612903,1.0197711,28.861492,590.44494,656.77765424,0,0.32895841,5009.0,0.79,0.75,0.32062693
Kepler-709 b,8.85,2.92,0.1173,16.08525,0.1173,0.0,1.7409256,3.0308219,1.0379527,24.010653,563.89819,627.6824162400001,0,0.35546326,5071.0,0.8,0.77,0.33036954
Kepler-669 b,20.8,4.83,0.0529,4.1255469,0.0529,0.0,2.0751911,4.3064182,0.89159798,814.87061,1361.0431,1501.3532376000005,0,0.18459585,6038.0,1.15,1.2,2.2803421
Kepler-164 c,7.9,2.73,0.097,10.945723,0.097,0.0,1.7011093,2.8937729,1.0599901,137.8658,872.89869,966.34696424,0,0.38827475,5888.0,1.09,1.15,1.2971793
Kepler-975 c,80.2,10.69,0.0567,5.0582134,0.0567,0.0,2.7390397,7.5023386,0.70180904,95.682801,796.72451,882.86006296,0,0.065650986,4883.0,0.95,1.67,0.30760968
K2-195 b,9.96,3.13,0.1208,15.852975,0.1208,2.6059475372395585e-07,1.7838466,3.1821086,1.0166481,66.660126,727.89082,807.41833872,0,0.32480771,5713.0,0.94,0.99,0.97274722
Kepler-140 c,3.89,1.8,0.414,91.353282,0.414,0.0,1.4700718,2.1611111,1.2006173,10.399185,457.45622,516.62492,0,0.6670096,6077.0,1.15,1.29,1.7823788
Kepler-1423 b,1.2,1.06,0.1586,23.955378,0.1586,0.0,1.0639904,1.1320755,1.0679957,12.00587,474.18533,535.51782,0,1.0075431,4939.0,0.79,0.75,0.30199517
Kepler-1188 b,4.98,2.08,0.135,17.136954,0.135,0.0,1.5473302,2.3942308,1.1510725,137.19316,871.83204,984.59729,0,0.55340023,5913.0,1.04,1.06,2.5003454
Kepler-1324 b,2.89,1.51,0.0466,4.1158447,0.0466,0.0,1.3834404,1.9139073,1.2674883,97.775077,801.0447,904.65411,0,0.8393962,4776.0,0.78,0.73,0.21232445
Kepler-1362 b,7.27,2.6,0.4626,136.20563,0.4626,0.0,1.6721704,2.7961538,1.0754438,1.1710859,265.00062,300.09067952000004,0,0.41363223,4857.0,0.8,0.74,0.25061093
Kepler-1369 b,7.7,2.69,0.1741,25.873148,0.1741,0.0,1.6918787,2.8624535,1.0641091,32.240551,607.01626,674.93982096,0,0.3955796,5761.0,0.99,0.99,0.97723722
Kepler-1378 b,5.48,2.2,0.0885,11.953989,0.0885,0.0,1.5782614,2.4909091,1.1322314,15.962961,509.1879,575.04772,0,0.51465064,4407.0,0.7,0.67,0.1250259
Kepler-1486 b,5.99,2.32,0.2846,54.649576,0.2846,0.0,1.6068281,2.5818966,1.1128864,25.323878,571.4553,645.36896,0,0.47969243,5965.0,1.08,1.12,2.0511622
HD 192310 c,24.0,5.25,1.240416,525.8,1.18,0.32,2.1380899,4.5714286,0.8707483,0.29153759,183.46362,210.72612752,0,0.16585682,5166.0,0.8,0.81,0.38459178
HD 72490 b,561.92344,13.5,1.8944534,858.0,1.88,0.124,6.4516632,41.623959,3.0832562,3.5160018,347.81773,390.85823208,0,0.22838935,4934.0,1.21,4.96,12.331048
HD 60532 c,797.7533,13.3,1.60072,600.1,1.6,0.03,7.7447693,59.981451,4.5098835,3.9170179,358.31524,402.36350304,0,0.33908899,6245.0,1.5,2.57,10.023052
Kepler-986 b,6.17,2.36,0.276,56.434994,0.276,0.0,1.6169127,2.6144068,1.1077995,11.780991,471.94911,532.99236,0,0.46940656,5642.0,0.96,0.98,0.89742879
MOA-bin-1L b,1200.0,13.0,8.3,21235549.985980645,8.3,2.160087020429704e-06,9.6076892,92.307692,7.1005917,6.504821360743344e-106,8.774903404846243e-30,9.65,0,0.54619936,1.1122261644149813e-23,0.75,1.5457460865399666,1.2602729360926624e-80
HD 104985 b,1766.8081,12.8,0.71578972,199.68,0.715,0.047,11.748697,138.03188,10.783741,115.31031,834.42382,924.17850672,0,0.84247976,4738.0,1.22,11.12,58.884366
24 Boo b,280.64248,13.9,0.19409933,30.33,0.194,0.032,4.4933402,20.190106,1.4525256,2002.7144,1703.8095,1877.025212,0,0.10449825,4816.0,1.05,12.19,75.335556
HD 145457 b,888.01257,13.2,0.7666943,176.13,0.762,0.111,8.2020534,67.27368,5.0964909,78.303675,756.02593,838.2544192800001,0,0.38609779,4757.0,1.9,9.9,45.185594
alf Ari b,572.07,13.4,1.2375,380.8,1.2,0.25,6.5338955,42.691791,3.1859546,61.610094,705.15347,782.49820312,0,0.2377578,4553.0,1.5,13.9,85.901352
Kepler-995 b,7.75,2.7,0.1701,28.267317,0.1701,0.0,1.6942167,2.8703704,1.0631001,13.17017,485.28577,541.52320392,0,0.39374079,5206.0,0.83,0.8,0.38106582
Kepler-340 c,11.3,3.37,0.178,22.824669,0.178,0.0,1.8311515,3.3531157,0.99498983,232.35927,994.57997,1099.7096471200002,0,0.29524921,6620.0,1.65,1.85,7.362071
Kepler-575 b,6.3,2.39,0.0788,9.3789194,0.0788,0.0,1.6235711,2.6359833,1.1029219,132.72342,864.64254,976.47789,0,0.46147358,5710.0,0.97,0.95,0.82413812
Kepler-320 b,1.55,1.14,0.085,8.371554,0.085,0.0,1.1660399,1.3596491,1.1926747,327.46293,1083.653,1223.8158,0,1.0462059,6435.0,1.33,1.11,2.3659197
HD 171028 b,832.7146,13.2,1.549746,550.0,1.32,0.59,7.9425713,63.084439,4.7791242,3.8438077,330.04304,371.37717184,0,0.36205486,5671.0,1.53,2.47,5.4075432
GJ 3942 b,7.14,2.57,0.061245086,6.905,0.0608,0.121,1.6667964,2.7782101,1.0810156,20.672624,541.68768,611.75111,0,0.42062864,3867.0,0.63,0.61,0.075857758
OGLE-2013-BLG-0102L b,4100.0,12.3,0.8,1740251.3807753348,0.8,6.706210705911763e-07,18.257419,333.33333,27.100271,6.060342417839993e-107,4.847946200168752e-30,9.65,0,2.2032741,1.9077194252043795e-24,0.1,1.5457460865399666,1.090812706309085e-83
ups And d,3257.7412,12.5,2.62541,1276.46,2.51329,0.2987,16.143708,260.61929,20.849543,0.55565913,216.14581,246.54580776000003,0,1.6679635,6156.77,1.3,1.56,3.3496544
Kepler-376 b,1.24,1.07,0.057,4.920199,0.057,0.0,1.0765122,1.1588785,1.083064,700.24544,1310.4253,1479.9195,0,1.0122094,5900.0,1.06,1.18,2.2750974
Kepler-369 b,1.51,1.13,0.03,2.732756,0.03,0.0,1.1559772,1.3362832,1.1825515,42.243266,649.44007,733.44051,0,1.0465057,3591.0,0.5,0.47,0.03801894
Kepler-391 b,10.3,3.2,0.082,7.416755,0.082,0.0,1.7940875,3.21875,1.0058594,624.26976,1273.3353,1405.2254888000002,0,0.31433105,4940.0,1.03,3.57,4.1975898
CoRoT-22 b,12.2,4.88,0.092272734,9.75598,0.092,0.077,1.5811388,2.5,0.51229508,122.38146,846.3395,937.238092,0,0.1049785,5939.0,1.1,1.14,1.0327614
K2-139 b,123.00021,9.11,0.18089312,28.380619,0.1796,0.12,3.6744618,13.50167,1.4820713,15.686895,505.59663,563.78390648,0,0.1626862,5370.0,0.96,0.88,0.50234259
Kepler-1561 b,1.32,1.09,0.0194,1.005207,0.0194,0.0,1.1004586,1.2110092,1.1110176,2537.4444,1808.0017,2041.8539,0,1.0192822,5957.0,1.07,1.11,0.95499259
K2-268 c,7.7,2.69,0.0819,9.327527,0.0819,2.1457254485452602e-07,1.6918787,2.8624535,1.0641091,55.517793,695.35688,771.7611404800001,0,0.3955796,5106.0,0.84,0.78,0.37239171
1RXS J160929.1-210524 b,3000.0,18.647,330.0,5000788112.101034,330.0,1.3620378331102e-05,12.683997,160.88379,8.6278644,3.9171673e-06,11.332944,22.070906624000003,0,0.46269451,4060.0,0.85,1.31,0.42657952
Kepler-227 b,9.85,3.11,0.09,9.488015,0.09,0.0,1.7796636,3.1672026,1.0183931,93.43616,792.00597,877.6885431200001,0,0.32745759,5854.0,0.92,1.09,0.7568329
Kepler-520 b,3.39,1.66,0.144,19.674161,0.144,0.0,1.4290447,2.0421687,1.2302221,156.05404,900.36471,1016.8205,0,0.74109765,6112.0,1.1,1.09,3.2359366
MOA-2010-BLG-477L b,480.0,13.6,2.0,2657569.3028701944,2.0,1.0603450149843394e-06,5.9408853,35.294118,2.5951557,7.548818007688092e-105,0.0095629140213691,9.66048095376742,0,0.19082027,5950.0,0.67,1.5457460865399666,8.492039344346013e-81
HD 216520 b,10.26,3.18,0.1988019,35.45,0.198,0.09,1.7962225,3.2264151,1.0145959,9.0455645,441.10987,493.10641752,0,0.31905533,5103.0,0.82,0.76,0.35318317
HD 158996 b,4449.62,12.3,2.117745,820.2,2.1,0.13,19.01993,361.75772,29.411197,236.73505,996.0457,1101.3160872,0,2.3911542,4069.0,1.8,50.3,1035.1422
Kepler-577 b,7.04,2.55,0.1348,25.695783,0.1348,0.0,1.6615608,2.7607843,1.0826605,15.332756,504.08615,562.1284204,0,0.42457275,4984.0,0.78,0.73,0.27861212
K2-4 b,5.06,2.1,0.0782496,10.003417,0.078,0.08,1.5522641,2.4095238,1.1473923,20.054184,538.42894,608.07088,0,0.54637728,4014.73,0.64,0.57,0.1216186
HD 116029 c,403.6441,13.7,2.0176466,907.0,2.016191,0.038,5.4279898,29.463073,2.1505893,2.846102,330.78413,372.18940648,0,0.15697732,4951.0,1.33,4.6,11.561122
GJ 3323 b,2.02,1.23,0.033688089,5.3636,0.03282,0.23,1.2815133,1.6422764,1.3351841,2.5735045,319.39188,360.70294,0,1.0855155,3159.0,0.16,0.12,0.0026977394
Kepler-1688 b,2.13,1.262,0.0577,5.62012,0.0577,0.0,1.2991525,1.6877971,1.3373987,69.446182,735.37998,830.49613,0,1.0597454,4632.11,0.81,0.75,0.23120648
Kepler-1689 b,0.799,0.947,0.0798,8.483,0.0798,0.0,0.91854069,0.843717,0.89093664,151.35411,893.50763,1009.0765,0,0.94079899,5731.43,1.02,1.0,0.96382902
Kepler-1697 b,2.12,1.26,0.2008,33.4969,0.2008,0.0,1.2971275,1.6825397,1.335349,6.4043135,405.24518,457.66075,0,1.0598008,4681.53,0.75,0.77,0.25822602
Kepler-1785 b,7.77,2.704,0.1379,19.585501,0.1379,0.0,1.6951462,2.8735207,1.0626926,52.950671,687.17536,762.7941945599999,0,0.39300761,5618.0,0.91,1.0,1.0069317
Kepler-1786 b,10.1,3.163,0.3659,78.546097,0.3659,0.0,1.7869446,3.193171,1.0095387,10.771475,461.4966,515.4502736000001,0,0.31917127,5808.0,1.06,1.4,1.4421154
Kepler-1784 b,8.24,2.799,0.1072,13.5905,0.1072,0.0,1.7157822,2.9439085,1.0517715,65.858287,725.69197,805.00839912,0,0.3757669,5442.0,0.89,0.97,0.7568329
Kepler-1751 b,3.98,1.824,0.0712,7.0173101,0.0712,0.0,1.4771654,2.1820175,1.1962815,214.3088,974.67474,1100.742,0,0.65585611,6052.0,0.97,0.97,1.0864256
Kepler-1752 b,18.7,4.541,0.2698,56.358501,0.2698,0.0,2.0292944,4.1180357,0.90685657,5.4943473,390.01269,437.10390824,0,0.19970416,5446.0,0.82,0.82,0.39994475
OGLE-2008-BLG-355L b,1500.0,12.9,1.7,2802525.200968676,1.7,9.77589800571701e-07,10.783277,116.27907,9.0138814,1.307631363483553e-105,1.0448521314420622e-29,9.65,0,0.69875049,5.993644918361539e-24,0.37,1.5457460865399666,1.0628114447387375e-81
Kepler-119 c,0.721,0.92,0.049,4.125103,0.049,0.0,0.88526587,0.78369565,0.8518431,382.47922,1126.5531,1272.2647,0,0.92591641,5595.0,0.92,0.84,0.9183326
MOA-2013-BLG-220L b,871.0,13.2,3.03,4324138.673922187,3.03,1.305129227113254e-06,8.1231058,65.984848,4.9988522,8.540459402987522e-105,1.6703358755122526e-29,9.65,0,0.37870092,1.2791952557121373e-23,0.88,1.5457460865399666,2.205157129157359e-80
Kepler-1030 b,6.71,2.48,0.1338,19.329524,0.1338,0.0,1.6448845,2.7056452,1.090986,15.634636,506.54922,572.06775,0,0.43991369,4983.0,0.8,0.76,0.27989813
USco1556 b,4767.45,12.3,3500.0,277218432238.1137,3500.0,4.435741441860361e-05,19.687498,387.59756,31.511997,6.6353512e-09,2.2991414,12.1698589744,0,2.561951,3410.0,0.33,0.67,0.081283052
K2-280 b,37.1,7.5,0.15504863,19.89526,0.1461,0.35,2.2241103,4.9466667,0.65955556,69.036061,716.69601,795.1488269600001,0,0.087940741,5500.0,1.03,1.28,1.3803843
BD+55 362 b,228.83645,14.0,0.808431,265.59,0.78,0.27,4.042952,16.345461,1.1675329,0.83032383,239.76403,272.43137688,0,0.083395208,5012.0,0.91,0.9,0.48640721
HD 18742 b,1080.622,13.1,1.821456,766.0,1.82,0.04,9.0824132,82.490229,6.296964,4.1995711,364.5613,409.2091848,0,0.48068428,4940.0,1.36,5.13,13.899526
HD 33564 b,2892.1,12.5,1.16358,388.0,1.1,0.34,15.210786,231.368,18.50944,3.0122448,328.03027,369.17117592,0,1.4807552,6250.0,1.25,1.44,3.4276779
HD 190360 b,572.09113,13.4,4.12542,2854.0,3.9,0.34,6.5340162,42.693368,3.1860722,0.081385384,132.99275,155.41005400000003,0,0.23776658,5552.0,1.0,1.14,1.164126
HD 34445 f,37.9,6.88,1.5437414,676.8,1.543,0.031,2.3470665,5.5087209,0.80068618,0.84426139,244.14096,277.22849216000003,0,0.11637881,5836.0,1.07,1.38,2.0090928
K2-146 c,7.49,2.19,0.032791969,4.00498,0.0327,0.075,1.8493489,3.4200913,1.5616855,14.064665,492.80252,556.54301,0,0.71309842,3385.0,0.33,0.33,0.014996848
HD 1461 b,6.44,2.42,0.064337813,5.77152,0.0634,0.172,1.6313053,2.661157,1.0996517,314.29865,1066.5855,1204.5407,0,0.45440151,5765.0,1.02,1.15,1.2445146
K2-374 c,5.53,2.213,0.11388171,16.43445,0.11388171,2.530225282581568e-07,1.5807816,2.4988703,1.1291777,67.311925,729.66365,824.04044,0,0.5102475,5789.0,0.73,0.91,0.87297137
K2-391 b,2.45,1.371,0.049549778,4.622654,0.049549778,1.668987398703803e-07,1.3367935,1.7870168,1.3034404,1002.1127,1433.2728,1618.6564,0,0.95072239,5543.0,0.76,0.57,2.4603676
Kepler-1085 b,41.2,7.22,0.7391,219.32175,0.7391,0.0,2.3888012,5.7063712,0.79035612,2.1958041,310.09739,349.51673944000004,0,0.10946761,6000.0,1.11,1.14,1.1994993
Kepler-1085 c,10.7,3.268,0.3002,56.7771,0.3002,0.0,1.8094678,3.2741738,1.0018892,13.310017,486.56892,542.92953632,0,0.30657563,5816.0,1.05,1.08,1.1994993
Kepler-132 c,2.18,1.28,0.068,6.414914,0.068,0.0,1.3050383,1.703125,1.3305664,351.54601,1103.0501,1245.7218,0,1.039505,6003.0,0.98,1.18,1.6255488
Kepler-537 b,2.57,1.41,0.0442,3.2475552,0.0442,0.0,1.3500722,1.822695,1.2926915,467.9026,1184.7823,1338.0255,0,0.91680249,5763.0,1.07,0.99,0.91411324
Kepler-313 c,7.13,2.57,0.208,32.273273,0.208,0.0,1.6656287,2.7743191,1.0795016,47.410368,668.44864,742.2697094399999,0,0.42003953,5727.0,1.08,1.54,2.0511622
K2-274 b,4.98,2.08,0.0964,14.133031,0.0964,2.327934293502785e-07,1.5473302,2.3942308,1.1510725,33.330815,612.08423,691.25296,0,0.55340023,5044.0,0.79,0.7,0.30974193
K2-90 c,2.24,1.3,0.03563175,2.900706,0.035,0.19,1.3126602,1.7230769,1.3254438,89.505129,778.17318,878.82433,0,1.0195721,4421.98,0.7,0.63,0.10764652
K2-188 c,8.4,2.83,0.0785,7.810253,0.0785,2.100714482479329e-07,1.7228459,2.9681979,1.0488332,263.79143,1026.6322,1134.8388912000005,0,0.37061243,5977.0,1.06,1.19,1.6255488
CoRoT-4 b,228.83,13.34,0.09,9.20205,0.09,0.0,4.1416993,17.153673,1.2858825,189.02314,944.55762,1044.88515152,0,0.096392994,6190.0,1.16,1.17,1.5310875
Kepler-1189 b,3.78,1.77,0.0467,3.7885898,0.0467,0.0,1.4613669,2.1355932,1.2065498,503.92539,1206.9555,1363.0666,0,0.68166658,6012.0,1.11,1.16,1.0990058
HD 202696 c,592.43512,13.394542,2.3429181,946.6,2.342,0.028,6.6505332,44.229592,3.3020609,4.2657611,366.04542,410.83578032,0,0.24652287,5040.0,1.91,6.43,23.388372
Kepler-1045 b,7.7,2.69,0.1616,26.410455,0.1616,0.0,1.6918787,2.8624535,1.0641091,17.746687,522.85231,582.69613176,0,0.3955796,5301.0,0.86,0.82,0.46344692
Kepler-1735 b,1.84,1.194,0.0621,7.7179298,0.0621,0.0,1.2413857,1.5410385,1.290652,16.627111,514.40349,580.93791,0,1.0809481,3975.0,0.54,0.51,0.064120958
Kepler-244 c,4.86,2.05,0.087,9.767292,0.087,0.0,1.5397181,2.3707317,1.1564545,73.275956,745.31538,841.7166,0,0.56412414,5554.0,0.96,0.8,0.55462571
HD 20003 c,14.44,3.89,0.197382,33.9239,0.1964,0.1,1.9266765,3.7120823,0.95426279,18.745604,529.06229,589.5022698399999,0,0.24531177,5494.0,0.88,0.92,0.71944898
HD 167042 b,444.00628,13.6,1.220061,417.67,1.22,0.01,5.7138009,32.647521,2.400553,7.6612927,423.80598,474.14135408,0,0.17651125,4919.0,1.39,4.63,11.402498
HD 180314 b,7216.9296,12.0,1.4921705,394.73,1.448,0.247,24.523678,601.4108,50.117567,21.633768,542.97751,604.75335096,0,4.1764639,4917.0,2.6,9.2,43.954162
Kepler-1673 b,8.93,2.936,0.2127,33.7888,0.2127,0.0,1.7440049,3.0415531,1.0359513,33.378362,612.3024,680.7334304000001,0,0.35284446,6014.95,1.11,1.13,1.5100802
Kepler-1664 b,9.45,3.033,0.1137,14.3868,0.1137,0.0,1.7651422,3.115727,1.0272756,86.791875,777.53416,861.8274393600001,0,0.33869952,5735.81,0.94,1.07,1.1220185
Kepler-1691 b,4.02,1.835,0.0495,3.8482,0.0495,0.0,1.4801134,2.1907357,1.1938614,610.64612,1266.3306,1430.1215,0,0.65060568,6000.0,1.11,1.13,1.4962357
Kepler-1717 b,9.21,2.989,0.2014,30.6528,0.2014,0.0,1.7553627,3.0812981,1.0308793,96.578636,798.58284,884.8967926400001,0,0.34489102,6200.0,1.16,1.64,3.9174188
Kepler-1732 b,15.7,4.099,0.2015,32.312401,0.2015,0.0,1.9570903,3.8302025,0.93442364,48.691135,672.91806,747.16819376,0,0.22796381,5821.0,1.04,1.49,1.9769696
Kepler-1339 b,0.285,0.71,0.0234,1.3415551,0.0234,0.0,0.63356803,0.40140845,0.56536402,2815.5827,1855.6317,2095.6444,0,0.79628735,5586.0,0.94,0.93,1.5417005
Kepler-668 b,7.75,2.7,0.0768,8.3539064,0.0768,0.0,1.6942167,2.8703704,1.0631001,68.120458,731.84498,811.75209808,0,0.39374079,5352.0,0.87,0.82,0.40179081
K2-273 b,9.53,3.05,0.0729,11.719566,0.0729,2.0243983063305e-07,1.767651,3.1245902,1.0244558,83.472793,769.99153,853.5607168800001,0,0.33588714,5161.0,0.89,0.85,0.44360864
Kepler-735 b,9.01,2.95,0.0965,11.51517,0.0965,0.0,1.7476376,3.0542373,1.0353347,32.654676,608.95619,677.06598424,0,0.35096091,5107.0,0.85,0.8,0.3040885
K2-253 b,106.99764,12.67,0.0506,4.00167,0.0506,1.686581994309619e-07,2.9060213,8.4449599,0.66653196,327.11388,1083.3641,1197.0170536000005,0,0.0526071,6027.0,1.08,1.1,0.83752928
Wolf 327 b,2.53,1.24,0.01,0.5734745,0.01,0.0,1.4283986,2.0403226,1.6454214,234.42288,996.7809,1125.7074,0,1.3269528,3542.0,0.41,0.41,0.023442288
Kepler-114 d,3.9,2.53,0.08358,11.776,0.08358,0.0,1.2415724,1.541502,0.60928932,29.566183,594.01652,660.69210592,0,0.24082582,4660.0,0.56,0.54,0.20653802
Kepler-1234 b,8.3,2.81,0.096,11.94014,0.096,0.0,1.7186438,2.9537367,1.0511518,38.146749,633.08802,703.51446992,0,0.37407539,4967.0,0.8,0.76,0.35156044
Kepler-1153 b,3.64,1.73,0.0277,1.7558353,0.0277,0.0,1.4505331,2.1040462,1.2162117,677.70464,1299.75,1467.8634,0,0.70301254,5470.0,0.91,0.88,0.519996
Kepler-240 c,102.3,2.2,0.074,7.953528,0.074,0.0,6.8190908,46.5,21.136364,54.643255,692.60217,782.18532,0,9.607438,4985.0,0.75,0.74,0.29922646
HD 126525 b,75.32571,10.3,1.8381252,960.41,1.837,0.035,2.7042884,7.3131757,0.71001706,0.27042563,183.65885,210.9400996,0,0.068933695,5638.0,0.9,0.98,0.91201084
HD 6718 b,533.9544,13.5,3.56775,2496.0,3.55,0.1,6.2890522,39.552178,2.9297909,0.090100188,139.30393,162.32710728000004,0,0.21702155,5801.0,1.08,0.95,1.1297959
OGLE-TR-132 b,375.02,13.45,0.035813,1.689868,0.03035,0.6,5.2803909,27.882528,2.0730504,3188.5455,1765.5284,1944.6691264,0,0.15413014,6210.0,1.3,1.32,2.3496328
Kepler-1377 b,2.1,1.25,0.0153,0.74092842,0.0153,0.0,1.2961481,1.68,1.344,2175.7908,1739.8187,1964.8518,0,1.0752,5218.0,0.86,0.82,0.50933087
Kepler-1171 b,7.08,2.56,0.0284,1.4425922,0.0284,0.0,1.6630168,2.765625,1.0803223,9169.873,2492.8178,2741.7783088,0,0.42200089,7044.0,1.58,1.95,7.3960528
Kepler-1207 b,3.26,1.62,0.1156,13.682371,0.1156,0.0,1.4185717,2.0123457,1.2421887,325.15043,1081.7348,1221.6495,0,0.76678314,5909.0,1.06,1.06,4.3451022
Kepler-1283 b,4.31,1.91,0.1062,12.946098,0.1062,0.0,1.5021799,2.2565445,1.1814369,749.46433,1332.869,1505.266,0,0.61855336,6175.0,1.16,1.25,8.4527885
K2-120 b,4.7,2.01,0.0787644,9.562742,0.078,0.14,1.5291529,2.3383085,1.1633375,35.983976,621.60944,702.01019,0,0.5787749,4349.9,0.69,0.67,0.21677041
K2-24 c,15.4,7.5,0.24760515,42.3391,0.247,0.07,1.4329457,2.0533333,0.27377778,23.641375,561.20051,624.72575896,0,0.036503704,5625.0,1.07,1.16,1.4387986
HIP 57274 b,6.3566,2.4,0.0712635,8.1352,0.07,0.19,1.6274469,2.6485833,1.1035764,321.94963,1071.6705,1210.2834,0,0.4598235,4510.0,0.29,0.78,1.5488166
K2-123 b,8.05,2.76,0.16519682,30.951524,0.1649,0.06,1.7078251,2.9166667,1.0567633,2.6505856,324.81911,365.65174456000005,0,0.38288525,4035.0,0.62,0.59,0.071944898
Kepler-154 c,9.01,2.95,0.303,62.303276,0.303,0.0,1.7476376,3.0542373,1.0353347,11.75208,471.65929,526.58858184,0,0.35096091,5690.0,0.98,1.0,1.0789467
Kepler-389 b,2.89,1.51,0.041,3.244107,0.041,0.0,1.3834404,1.9139073,1.2674883,181.3144,934.77649,1055.6832,0,0.8393962,5376.0,0.81,0.79,0.3047895
Kepler-626 b,5.86,2.29,0.115,14.485852,0.115,0.0,1.5996725,2.558952,1.1174463,68.644274,733.24783,828.08821,0,0.4879678,5813.0,1.01,1.05,0.90782053
Kepler-545 b,7.7,2.69,0.1087,13.249341,0.1087,0.0,1.6918787,2.8624535,1.0641091,108.27817,821.74096,910.27809216,0,0.3955796,5882.0,1.04,1.07,1.2793813
MOA-2009-BLG-266L b,10.4,3.21,3.2,2800.0,3.2,1.341242141182353e-06,1.7999654,3.2398754,1.009307,1.574110714252489e-105,1.094440912680336e-29,9.65,0,0.31442585,8.613487454897951e-24,0.56,1.5457460865399666,4.533235516697746e-81
Kepler-1903 b,5.85,2.286,0.1321,17.0679,0.1321,0.0,1.5997047,2.5590551,1.1194467,112.25207,829.17901,936.4274,0,0.48969671,6347.0,1.05,1.0,1.9588447
Kepler-1945 b,2.21,1.289,0.0597,6.08004,0.0597,0.0,1.309392,1.7145074,1.3301066,101.63688,808.83986,913.45752,0,1.0318903,4991.0,0.77,0.8,0.362243
Kepler-176 e,2.7,1.45,0.2494,51.16579,0.2494,0.0,1.3645765,1.862069,1.2841855,6.3417206,404.25136,456.53838,0,0.88564517,5295.0,0.87,0.83,0.3944573
OGLE-2018-BLG-1011L b,570.0,13.5,1.8,4377735.43352046,1.8,1.0059316058867649e-06,6.4978629,42.222222,3.127572,9.366684558254662e-107,5.4054266008950034e-30,9.65,0,0.231672,3.1906410165045534e-24,0.18,1.5457460865399666,8.535008462007074e-83
Kepler-1942 b,5.13,2.117,0.0516,4.62605,0.0516,0.0,1.5566761,2.4232404,1.1446577,316.00983,1074.0509,1212.9717,0,0.54069803,5834.0,0.85,0.8,0.84139514
HD 221416 b,60.5,9.17,0.12361201,14.2767,0.1228,0.115,2.5685795,6.5976009,0.71947665,343.94912,1094.3098,1209.0135408,0,0.078459831,5080.0,1.21,2.94,5.1522864
Kepler-294 c,7.8,2.71,0.071,6.6264,0.071,0.0,1.6965343,2.8782288,1.062077,141.0858,877.95152,971.88486592,0,0.39191035,5913.0,0.95,0.98,0.71121351
Kepler-228 d,15.4,4.04,0.101,11.094286,0.101,0.0,1.952404,3.8118812,0.94353495,126.57772,854.45466,946.13230736,0,0.23354825,6043.0,0.95,1.01,1.2912193
Kepler-23 b,254.3,1.9,0.075135,7.1073,0.075,0.06,11.569015,133.84211,70.443213,409.88367,1145.4372,1293.5913,0,37.075375,5760.0,1.11,1.52,2.3014418
Kepler-251 c,8.1,2.77,0.122,16.514043,0.122,0.0,1.7100257,2.9241877,1.0556634,45.214771,660.57144,733.6362982400001,0,0.38110593,5526.0,0.95,0.89,0.67297666
Kepler-1623 b,2.27,1.31,0.0518,4.3612835,0.0518,0.0,1.3163679,1.7328244,1.3227667,250.80748,1013.7592,1144.8818,0,1.0097456,5772.0,1.0,1.0,0.67297666
Kepler-181 b,2.15,1.27,0.04,3.137873,0.04,0.0,1.3011201,1.6929134,1.3330027,261.14398,1024.0466,1156.4997,0,1.0496084,5333.0,0.85,0.75,0.41783037
Kepler-336 c,5.06,2.1,0.092,9.600001,0.092,0.0,1.5522641,2.4095238,1.1473923,214.99301,975.45176,1101.6195,0,0.54637728,5867.0,1.09,1.3,1.8197009
HIP 54373 c,12.44,3.57,0.10098,15.144,0.099,0.2,1.8667067,3.4845938,0.97607671,6.2458852,399.65443,447.67125528,0,0.27341084,4021.0,0.57,0.56,0.059979108
K2-161 b,31.1,6.117,0.086136275,9.283188,0.086136275,2.2005196164891322e-07,2.2548152,5.0841916,0.83115769,1118.479,1473.1829,1624.2584584000003,0,0.13587669,4972.0,0.99,2.57,8.2985077
Kepler-1809 b,2.9,1.513,0.0435,3.7572999,0.0435,0.0,1.3844572,1.9167217,1.2668353,178.6576,931.33319,1051.7945,0,0.83730024,4901.0,0.81,0.72,0.33806484
Kepler-595 b,17.4,3.708,0.1582,25.302909,0.1582,0.0,2.166231,4.6925566,1.2655223,17.930279,524.19934,584.17247664,0,0.34129511,5138.5,0.93,0.82,0.44874539
Kepler-598 c,9.4,3.024,0.3576,86.4945,0.3576,0.0,1.7630841,3.1084656,1.0279317,4.3172279,367.19855,412.0996108,0,0.33992452,5245.0,0.9,0.9,0.55207744
Kepler-607 b,0.59,0.87,0.0135,0.6381632,0.0135,0.0,0.82350526,0.67816092,0.77949531,2276.8397,1759.6765,1987.2781,0,0.89597162,5196.0,0.84,0.8,0.41495404
